cid,dose,dose_min,dose_max,dose_unit,dose_conf,dose_unit_type,duration,duration_unit,frequency,frequency_unit,rate,rate_unit,volume,volume_unit,lifestage
54072,"10 g three times a day, then ≤2.5 g once a day",10,10,g,high,mass,,,3,day,,,,,
54073,"10 g three times a day, then ≤2.5-10 g once a day",10,10,g,high,mass,,,3,day,,,,,
54074,"10 g three times a day, then ≤2.5-15 g once a day",10,10,g,high,mass,,,3,day,,,,,
54075,"10 g three times a day, then ≤2.5-5 g once a day",10,10,g,high,mass,,,3,day,,,,,
54076,"10 g three times a day, then ≤5-15 g once a day",10,10,g,high,mass,,,3,day,,,,,
54067,"10 g three times a day, then 5 g every other day or 5-15 g once a day",10,10,g,high,mass,,,3,day,,,,,
54062,"10 g three times a day, then 1.25 g once a day",10,10,g,high,mass,,,3,day,,,,,
54063,"10 g three times a day, then 10 g once a day",10,10,g,high,mass,,,3,day,,,,,
54064,"10 g three times a day, then 10-15 g once a day",10,10,g,high,mass,,,3,day,,,,,
54065,"10 g three times a day, then 15 g once a day",10,10,g,high,mass,,,3,day,,,,,
54066,"10 g three times a day, then 2.5-5 g once a day",10,10,g,high,mass,,,3,day,,,,,
54068,"10 g three times a day, then 5 g once a day",10,10,g,high,mass,,,3,day,,,,,
54069,"10 g three times a day, then 5- g once a day",10,10,g,high,mass,,,3,day,,,,,
54070,"10 g three times a day, then 5-10 g once a day",10,10,g,high,mass,,,3,day,,,,,
54071,"10 g three times a day, then 5-15 g once a day",10,10,g,high,mass,,,3,day,,,,,
12712,0.5-1 g/2-4 times a day,0.5,0.5,g,high,mass,,,4,day,,,,,
54896,0.5 g/1-4 times a day,0.5,0.5,g,high,mass,,,4,day,,,,,
39427,1 g/4 times a day,1,1,g,high,mass,,,4,day,,,,,
12729,1-2 g/3-4 times a day,1,2,g,high,mass,,,4,day,,,,,
12730,1-2 g/3-4 times a day,1,2,g,high,mass,,,4,day,,,,,
4094,3 g/4 times a day,3,3,g,high,mass,,,4,day,,,,,
39255,2-3 g/3-5 times a day,2,3,g,high,mass,,,5,day,,,,,
48745,2-3 g/6 times a day,2,3,g,high,mass,,,6,day,,,,,
14318,4 g/1-6 times a day,4,4,g,high,mass,,,6,day,,,,,
45952,0.01-0.02 g,0.01,0.01,g,high,mass,,,,,,,,,
6707,0.013 g,0.013,0.013,g,high,mass,,,,,,,,,
10766,0.02g,0.02,0.02,g,high,mass,,,,,,,,,
43146,0.03 g,0.03,0.03,g,high,mass,,,,,,,,,
47532,0.03 g - 0.1 mL,0.03,0.03,g,high,mass,,,,,,,,,
5806,0.04 g,0.04,0.04,g,high,mass,,,,,,,,,
1326,0.047 g,0.047,0.047,g,high,mass,,,,,,,,,
56179,0.076 g,0.076,0.076,g,high,mass,,,,,,,,,
985,0.1 g/1 hour,0.1,0.1,g,high,mass,,,,,,,,,
10363,0.1 g,0.1,0.1,g,high,mass,,,,,,,,,
22740,0.1g,0.1,0.1,g,high,mass,,,,,,,,,
46538,0.1-0.5 g,0.1,0.1,g,high,mass,,,,,,,,,
14150,0.12 gm/13D,0.12,0.12,g,high,mass,,,,,,,,,
22738,0.125 g/1Y,0.125,0.125,g,high,mass,,,,,,,,,
26634,0.156 g/5D,0.156,0.156,g,high,mass,,,,,,,,,
60501,0.2 g (407 mg zidovudine),0.2,0.2,g,high,mass,,,,,,,,,
5807,0.2 g,0.2,0.2,g,high,mass,,,,,,,,,
1983,0.2 g/100 g,0.2,0.2,g,high,mass,,,,,,,,,
50779,0.2 g,0.2,0.2,g,high,mass,,,,,,,,,
39283,0.25 g/2W,0.25,0.25,g,high,mass,,,,,,,,,
4043,0.25 gm,0.25,0.25,g,high,mass,,,,,,,,,
50780,0.3 g,0.3,0.3,g,high,mass,,,,,,,,,
50781,0.32 g,0.32,0.32,g,high,mass,,,,,,,,,
50782,0.4 g,0.4,0.4,g,high,mass,,,,,,,,,
55645,0.4 g,0.4,0.4,g,high,mass,,,,,,,,,
58954,0.44 g,0.44,0.44,g,high,mass,,,,,,,,,
50773,0.45-0.6 gm,0.45,0.45,g,high,mass,,,,,,,,,
28922,0.46 g/4 hours,0.46,0.46,g,high,mass,,,,,,,,,
54851,0.5-1 g bid/4D,0.5,0.5,g,high,mass,,,,,,,,,
14668,0.5 g/3D,0.5,0.5,g,high,mass,,,,,,,,,
38144,0.5 g/6D,0.5,0.5,g,high,mass,,,,,,,,,
7078,0.5-2 g/every 6-12 h,0.5,0.5,g,high,mass,,,,,,,,,
7079,0.5-2 g/every 6-12 h,0.5,0.5,g,high,mass,,,,,,,,,
7080,0.5-2 g/every 6-12 h,0.5,0.5,g,high,mass,,,,,,,,,
12585,0.5-1 g/every 4-8 hours,0.5,0.5,g,high,mass,,,,,,,,,
12642,0.5-2 g/every 12 hours,0.5,0.5,g,high,mass,,,,,,,,,
39403,0.5 g/every 12 hours,0.5,0.5,g,high,mass,,,,,,,,,
39404,0.5 g/every 8 hours,0.5,0.5,g,high,mass,,,,,,,,,
39405,0.5-1 g/every 8 hours,0.5,0.5,g,high,mass,,,,,,,,,
39406,0.5-2 g/every 8 hours,0.5,0.5,g,high,mass,,,,,,,,,
54774,0.5-1.5 g/every 4-6 hours,0.5,0.5,g,high,mass,,,,,,,,,
192,0.5-1 g/every 2-4 weeks,0.5,0.5,g,high,mass,,,,,,,,,
22742,0.5 g,0.5,0.5,g,high,mass,,,,,,,,,
14091,0.5 g/week,0.5,0.5,g,high,mass,,,,,,,,,
14092,0.5-7 g/week,0.5,0.5,g,high,mass,,,,,,,,,
54772,0.5 gm,0.5,0.5,g,high,mass,,,,,,,,,
13746,0.5 gm/7D,0.5,0.5,g,high,mass,,,,,,,,,
5883,0.5 gm/22D preg,0.5,0.5,g,high,mass,,,,,,,,,
46972,0.5 g/4 hours,0.5,0.5,g,high,mass,,,,,,,,,
10385,0.5 g,0.5,0.5,g,high,mass,,,,,,,,,
31644,0.5 g,0.5,0.5,g,high,mass,,,,,,,,,
46688,0.5g,0.5,0.5,g,high,mass,,,,,,,,,
4044,0.5 gm,0.5,0.5,g,high,mass,,,,,,,,,
4402,0.6 g,0.6,0.6,g,high,mass,,,,,,,,,
4403,0.6 g,0.6,0.6,g,high,mass,,,,,,,,,
15609,0.8 g/1H,0.8,0.8,g,high,mass,,,,,,,,,
12147,1 g/13D,1,1,g,high,mass,,,,,,,,,
12586,1 g/12D,1,1,g,high,mass,,,,,,,,,
12587,1 g/13D,1,1,g,high,mass,,,,,,,,,
12588,1 g/15D,1,1,g,high,mass,,,,,,,,,
13043,1 g/17D,1,1,g,high,mass,,,,,,,,,
13115,1 g/14D,1,1,g,high,mass,,,,,,,,,
13116,1 g/16D,1,1,g,high,mass,,,,,,,,,
14610,1 g/5D,1,1,g,high,mass,,,,,,,,,
35431,1 g/8D,1,1,g,high,mass,,,,,,,,,
42104,1 g/8D,1,1,g,high,mass,,,,,,,,,
54878,1 g/6D,1,1,g,high,mass,,,,,,,,,
54879,1 g/7D,1,1,g,high,mass,,,,,,,,,
36615,1 g/ day,1,1,g,high,mass,,,,,,,,,
39408,1 g/every 8 hours,1,1,g,high,mass,,,,,,,,,
54880,1 g/every 4 hours,1,1,g,high,mass,,,,,,,,,
12844,1 g,1,1,g,high,mass,,,,,,,,,
13113,1 g,1,1,g,high,mass,,,,,,,,,
14609,1 g,1,1,g,high,mass,,,,,,,,,
40162,1 g/once a week,1,1,g,high,mass,,,,,,,,,
20537,1 g/2-3 times a week,1,1,g,high,mass,,,,,,,,,
12845,1 g/3W,1,1,g,high,mass,,,,,,,,,
12846,1 g/4W,1,1,g,high,mass,,,,,,,,,
14108,1 gm/4D,1,1,g,high,mass,,,,,,,,,
14107,1 gm/241-270D preg,1,1,g,high,mass,,,,,,,,,
3611,1 g,1,1,g,high,mass,,,,,,,,,
4045,1 g,1,1,g,high,mass,,,,,,,,,
7026,1g,1,1,g,high,mass,,,,,,,,,
13114,1 g,1,1,g,high,mass,,,,,,,,,
24044,1 g,1,1,g,high,mass,,,,,,,,,
56854,1 g,1,1,g,high,mass,,,,,,,,,
42480,"1 g/per eye, as monotosylate",1,1,g,high,mass,,,,,,,,,
805,1 gm,1,1,g,high,mass,,,,,,,,,
4698,1 gm,1,1,g,high,mass,,,,,,,,,
13747,1 gm,1,1,g,high,mass,,,,,,,,,
57353,1.125 g/every 6 h/12Doses,1.125,1.125,g,high,mass,,,,,,,,,
50783,1.2 g,1.2,1.2,g,high,mass,,,,,,,,,
7937,1.25 g,1.25,1.25,g,high,mass,,,,,,,,,
26590,1.26 - 12 g/gay,1.26,1.26,g,high,mass,,,,,,,,,
50784,1.4 g,1.4,1.4,g,high,mass,,,,,,,,,
56768,1.5 g/2D,1.5,1.5,g,high,mass,,,,,,,,,
26591,1.5-6 g/gay,1.5,1.5,g,high,mass,,,,,,,,,
11365,"1.5 g/100 g diet, 24D",1.5,1.5,g,high,mass,,,,,,,,,
38809,1.5 g/1 month,1.5,1.5,g,high,mass,,,,,,,,,
3596,1.5 g,1.5,1.5,g,high,mass,,,,,,,,,
3597,1.5 g/70W,1.5,1.5,g,high,mass,,,,,,,,,
14109,1.5 gm/3D,1.5,1.5,g,high,mass,,,,,,,,,
12363,1.5 g,1.5,1.5,g,high,mass,,,,,,,,,
13171,1.5 g,1.5,1.5,g,high,mass,,,,,,,,,
4227,1.5 gm,1.5,1.5,g,high,mass,,,,,,,,,
4478,1.5 gm,1.5,1.5,g,high,mass,,,,,,,,,
50785,1.6 g,1.6,1.6,g,high,mass,,,,,,,,,
26635,1.620 g/2D,1.62,1.62,g,high,mass,,,,,,,,,
40642,1.7 g,1.7,1.7,g,high,mass,,,,,,,,,
52127,1.8 g,1.8,1.8,g,high,mass,,,,,,,,,
6088,1.8 gm,1.8,1.8,g,high,mass,,,,,,,,,
24857,1.9 g/42D,1.9,1.9,g,high,mass,,,,,,,,,
12907,1-2 g/every 6-8 hours,1,2,g,high,mass,,,,,,,,,
54601,1-2 g,1,2,g,high,mass,,,,,,,,,
7012,1-2 g,1,2,g,high,mass,,,,,,,,,
23785,1-2 g,1,2,g,high,mass,,,,,,,,,
53083,2-2.5 g,2,2,g,high,mass,,,,,,,,,
12612,2 g/8D,2,2,g,high,mass,,,,,,,,,
12664,2 g/4-28D,2,2,g,high,mass,,,,,,,,,
39227,2 g/4D,2,2,g,high,mass,,,,,,,,,
42111,2 g/4D,2,2,g,high,mass,,,,,,,,,
26814,2 g/every 7-14 days,2,2,g,high,mass,,,,,,,,,
12698,2 g/every 8 hours,2,2,g,high,mass,,,,,,,,,
26815,2 g/every other day,2,2,g,high,mass,,,,,,,,,
3941,2 g/few years,2,2,g,high,mass,,,,,,,,,
12906,2 g,2,2,g,high,mass,,,,,,,,,
15907,2 g,2,2,g,high,mass,,,,,,,,,
27238,2 g,2,2,g,high,mass,,,,,,,,,
60153,2 g/once every 3 days,2,2,g,high,mass,,,,,,,,,
54815,2 gm,2,2,g,high,mass,,,,,,,,,
12570,2 gm/3D,2,2,g,high,mass,,,,,,,,,
14111,2 gm/13D,2,2,g,high,mass,,,,,,,,,
14112,2 gm/2D,2,2,g,high,mass,,,,,,,,,
14311,2 gm/40D,2,2,g,high,mass,,,,,,,,,
14312,2 gm/9D,2,2,g,high,mass,,,,,,,,,
60155,>2 gm/every 3 days,2,2,g,high,mass,,,,,,,,,
20540,2 g twice a week,2,2,g,high,mass,,,,,,,,,
20541,2 g twice a week/5-6M,2,2,g,high,mass,,,,,,,,,
7027,2 g,2,2,g,high,mass,,,,,,,,,
7031,2g,2,2,g,high,mass,,,,,,,,,
12611,2 g,2,2,g,high,mass,,,,,,,,,
16079,2 g,2,2,g,high,mass,,,,,,,,,
55472,2 g,2,2,g,high,mass,,,,,,,,,
807,2 gm,2,2,g,high,mass,,,,,,,,,
48960,2 gm,2,2,g,high,mass,,,,,,,,,
7234,2.25 g,2.25,2.25,g,high,mass,,,,,,,,,
54332,2.4 g,2.4,2.4,g,high,mass,,,,,,,,,
31620,2.5 g,2.5,2.5,g,high,mass,,,,,,,,,
31621,2.5-10 g,2.5,2.5,g,high,mass,,,,,,,,,
31622,2.5-10.0 g,2.5,2.5,g,high,mass,,,,,,,,,
40644,2.5-3 g,2.5,2.5,g,high,mass,,,,,,,,,
55481,2.5-4 g,2.5,2.5,g,high,mass,,,,,,,,,
32135,2.5 g,2.5,2.5,g,high,mass,,,,,,,,,
59790,2.75 g,2.75,2.75,g,high,mass,,,,,,,,,
12732,1-3 g,1,3,g,high,mass,,,,,,,,,
23968,2-3 g,2,3,g,high,mass,,,,,,,,,
23969,2-3g,2,3,g,high,mass,,,,,,,,,
33961,2-3 g,2,3,g,high,mass,,,,,,,,,
55477,2-3 g,2,3,g,high,mass,,,,,,,,,
22613,3 g,3,3,g,high,mass,,,,,,,,,
43198,3 g,3,3,g,high,mass,,,,,,,,,
43199,3 g/70W,3,3,g,high,mass,,,,,,,,,
6169,3 gm/2D,3,3,g,high,mass,,,,,,,,,
30876,3 g/dl,3,3,g,high,mass,,,,,,,,,
23974,3 g,3,3,g,high,mass,,,,,,,,,
28626,3g,3,3,g,high,mass,,,,,,,,,
33739,3 g,3,3,g,high,mass,,,,,,,,,
14341,3 g (aspirin),3,3,g,high,mass,,,,,,,,,
6168,3 gm,3,3,g,high,mass,,,,,,,,,
39757,3.5 g/wk six months per year/10Y,3.5,3.5,g,high,mass,,,,,,,,,
12144,3.6-15.8 g/64W,3.6,3.6,g,high,mass,,,,,,,,,
4398,3.6 gm/25D,3.6,3.6,g,high,mass,,,,,,,,,
59849,3.6 g,3.6,3.6,g,high,mass,,,,,,,,,
42112,2-4 g,2,4,g,high,mass,,,,,,,,,
55478,2-4 g,2,4,g,high,mass,,,,,,,,,
33740,3-4.5 g,3,4,g,high,mass,,,,,,,,,
54882,4 g/8D,4,4,g,high,mass,,,,,,,,,
36645,4 g/ day,4,4,g,high,mass,,,,,,,,,
26606,4 g/gay,4,4,g,high,mass,,,,,,,,,
26817,4 g/wk,4,4,g,high,mass,,,,,,,,,
7036,4g,4,4,g,high,mass,,,,,,,,,
45206,4 g,4,4,g,high,mass,,,,,,,,,
54397,4 g,4,4,g,high,mass,,,,,,,,,
54416,4.0-51.4 g,4,4,g,high,mass,,,,,,,,,
55485,4 g,4,4,g,high,mass,,,,,,,,,
40715,4.4 g,4.4,4.4,g,high,mass,,,,,,,,,
33866,4.5-9 g,4.5,4.5,g,high,mass,,,,,,,,,
53999,4.5 g,4.5,4.5,g,high,mass,,,,,,,,,
59851,4.8 g,4.8,4.8,g,high,mass,,,,,,,,,
34036,4.8 gmI,4.8,4.8,g,high,mass,,,,,,,,,
32132,1-5 g,1,5,g,high,mass,,,,,,,,,
53214,1-5 g,1,5,g,high,mass,,,,,,,,,
20542,2-5 gm,2,5,g,high,mass,,,,,,,,,
16540,2-5 g/22-55 g gel,2,5,g,high,mass,,,,,,,,,
55479,2-5 g,2,5,g,high,mass,,,,,,,,,
55486,4-5 g,4,5,g,high,mass,,,,,,,,,
27239,5 g/45D,5,5,g,high,mass,,,,,,,,,
54884,5 g/2D,5,5,g,high,mass,,,,,,,,,
5263,5 g/100 g diet/15M,5,5,g,high,mass,,,,,,,,,
3965,5 g/1 month,5,5,g,high,mass,,,,,,,,,
40726,5 g qid,5,5,g,high,mass,,,,,,,,,
15055,"5 g/g, pups 10 d age",5,5,g,high,mass,,,,,,,,,
20150,5 g,5,5,g,high,mass,,,,,,,,,
29408,5 g,5,5,g,high,mass,,,,,,,,,
31625,5.0 - 10.0 g,5,5,g,high,mass,,,,,,,,,
31626,5.0 g,5,5,g,high,mass,,,,,,,,,
31627,5.0-10.0 g,5,5,g,high,mass,,,,,,,,,
31628,5.0-15.0 g,5,5,g,high,mass,,,,,,,,,
31629,5.0-20.0 g,5,5,g,high,mass,,,,,,,,,
54025,5 g,5,5,g,high,mass,,,,,,,,,
55490,5 g,5,5,g,high,mass,,,,,,,,,
56438,5 g,5,5,g,high,mass,,,,,,,,,
31623,5 g,5,5,g,high,mass,,,,,,,,,
50707,5.6 g,5.6,5.6,g,high,mass,,,,,,,,,
53082,1-6 g,1,6,g,high,mass,,,,,,,,,
26541,2-6 g,2,6,g,high,mass,,,,,,,,,
34197,3-6 g,3,6,g,high,mass,,,,,,,,,
55483,3-6 g,3,6,g,high,mass,,,,,,,,,
55487,4-6 g,4,6,g,high,mass,,,,,,,,,
59965,4-6 g,4,6,g,high,mass,,,,,,,,,
54808,4-6 g,4,6,g,high,mass,,,,,,,,,
27240,6 g/3D,6,6,g,high,mass,,,,,,,,,
54886,6 g/4D,6,6,g,high,mass,,,,,,,,,
54887,6 g/5D,6,6,g,high,mass,,,,,,,,,
26818,6 g/every 2 wks,6,6,g,high,mass,,,,,,,,,
54849,6 g/1-2 times daily,6,6,g,high,mass,,,,,,,,,
26545,6 g,6,6,g,high,mass,,,,,,,,,
31970,6 g,6,6,g,high,mass,,,,,,,,,
55493,6 g,6,6,g,high,mass,,,,,,,,,
737,6 gm,6,6,g,high,mass,,,,,,,,,
39228,"6.5 g, total dose/6D",6.5,6.5,g,high,mass,,,,,,,,,
14270,6.7 g/62D,6.7,6.7,g,high,mass,,,,,,,,,
13947,7 gm,7,7,g,high,mass,,,,,,,,,
31975,7.2 g,7.2,7.2,g,high,mass,,,,,,,,,
31976,7.2 g,7.2,7.2,g,high,mass,,,,,,,,,
60674,7.4 g/in parenteral nutrition solution over 60 hours,7.4,7.4,g,high,mass,,,,,,,,,
54888,7.5 g/2D,7.5,7.5,g,high,mass,,,,,,,,,
31630,7.5 g,7.5,7.5,g,high,mass,,,,,,,,,
59980,7.5-30 g,7.5,7.5,g,high,mass,,,,,,,,,
13709,7.5 gm,7.5,7.5,g,high,mass,,,,,,,,,
59981,7.7-90 g,7.7,7.7,g,high,mass,,,,,,,,,
55488,4-8 g,4,8,g,high,mass,,,,,,,,,
55494,6-8 g,6,8,g,high,mass,,,,,,,,,
31978,8 g,8,8,g,high,mass,,,,,,,,,
39952,8 g/4D,8,8,g,high,mass,,,,,,,,,
2738,"8 g/dl, mothers and pups, 3H/D, on postnatal days 3-5",8,8,g,high,mass,,,,,,,,,
56753,8 g,8,8,g,high,mass,,,,,,,,,
39876,8 g/2W,8,8,g,high,mass,,,,,,,,,
32627,8 g/week,8,8,g,high,mass,,,,,,,,,
24887,8 g,8,8,g,high,mass,,,,,,,,,
26822,8 g,8,8,g,high,mass,,,,,,,,,
55495,8 g,8,8,g,high,mass,,,,,,,,,
31730,9 g,9,9,g,high,mass,,,,,,,,,
4277,9 gm,9,9,g,high,mass,,,,,,,,,
34051,9.0 gmI,9,9,g,high,mass,,,,,,,,,
50727,9.6 g,9.6,9.6,g,high,mass,,,,,,,,,
55475,2-10 g,2,10,g,high,mass,,,,,,,,,
55476,2-10.5 g,2,10,g,high,mass,,,,,,,,,
55482,3-10 g,3,10,g,high,mass,,,,,,,,,
53117,5-10 g,5,10,g,high,mass,,,,,,,,,
55492,5-10 g,5,10,g,high,mass,,,,,,,,,
40679,6-10.4 g/every other day,6,10,g,high,mass,,,,,,,,,
32368,8-10 g,8,10,g,high,mass,,,,,,,,,
59060,10 g/every 6 hours,10,10,g,high,mass,,,,,,,,,
30547,10 g/2 months,10,10,g,high,mass,,,,,,,,,
16019,10 g,10,10,g,high,mass,,,,,,,,,
32563,10 g/week,10,10,g,high,mass,,,,,,,,,
24889,10 g,10,10,g,high,mass,,,,,,,,,
31617,10.0 g,10,10,g,high,mass,,,,,,,,,
55466,10 g,10,10,g,high,mass,,,,,,,,,
18929,10 g cream/kg,10,10,g,high,mass,,,,,,,,,
40158,10 gm,10,10,g,high,mass,,,,,,,,,
55469,10gm,10,10,g,high,mass,,,,,,,,,
55468,10.5 g,10.5,10.5,g,high,mass,,,,,,,,,
890,11 g/on days 1 and 8,11,11,g,high,mass,,,,,,,,,
42787,11.5 g,11.5,11.5,g,high,mass,,,,,,,,,
26546,6-12 g,6,12,g,high,mass,,,,,,,,,
45546,9-12 g/13D,9,12,g,high,mass,,,,,,,,,
4090,12 g/21D,12,12,g,high,mass,,,,,,,,,
4088,12 g,12,12,g,high,mass,,,,,,,,,
4089,12 g,12,12,g,high,mass,,,,,,,,,
32570,12 g/week,12,12,g,high,mass,,,,,,,,,
14310,12 gm/3D,12,12,g,high,mass,,,,,,,,,
32197,12 g m–2/every 4 w,12,12,g,high,mass,,,,,,,,,
26539,12 g,12,12,g,high,mass,,,,,,,,,
33760,12 g,12,12,g,high,mass,,,,,,,,,
571,12 gm,12,12,g,high,mass,,,,,,,,,
38542,12.5 g,12.5,12.5,g,high,mass,,,,,,,,,
586,13 gm,13,13,g,high,mass,,,,,,,,,
50682,13.6 g,13.6,13.6,g,high,mass,,,,,,,,,
35974,Up to 15 g,15,15,g,low,mass,,,,,,,,,
2821,15 gm/wk/12W,15,15,g,high,mass,,,,,,,,,
33879,15 g,15,15,g,high,mass,,,,,,,,,
49944,15 g,15,15,g,high,mass,,,,,,,,,
6126,16.8 gm,16.8,16.8,g,high,mass,,,,,,,,,
7299,9-18 g,9,18,g,high,mass,,,,,,,,,
14669,18 g/12D,18,18,g,high,mass,,,,,,,,,
56623,18.5 g,18.5,18.5,g,high,mass,,,,,,,,,
35898,20 g,20,20,g,high,mass,,,,,,,,,
27508,20 g/twice a week,20,20,g,high,mass,,,,,,,,,
14315,24 gm/12W,24,24,g,high,mass,,,,,,,,,
38813,25 g,25,25,g,high,mass,,,,,,,,,
6156,25 gm,25,25,g,high,mass,,,,,,,,,
43923,27 g/2 years,27,27,g,high,mass,,,,,,,,,
29600,28 g,28,28,g,high,mass,,,,,,,,,
29979,28 gm,28,28,g,high,mass,,,,,,,,,
20435,29 g,29,29,g,high,mass,,,,,,,,,
6326,29.2 g,29.2,29.2,g,high,mass,,,,,,,,,
50692,24-30 g,24,30,g,high,mass,,,,,,,,,
10561,30 g,30,30,g,high,mass,,,,,,,,,
10562,30 g,30,30,g,high,mass,,,,,,,,,
34025,30 g,30,30,g,high,mass,,,,,,,,,
13707,30 gm,30,30,g,high,mass,,,,,,,,,
34026,30 gmI,30,30,g,high,mass,,,,,,,,,
10610,Up to 30 g,30,30,g,low,mass,,,,,,,,,
18938,33.3 g cream/kg,33.3,33.3,g,high,mass,,,,,,,,,
14317,34 gm/4W,34,34,g,high,mass,,,,,,,,,
38197,34 g,34,34,g,high,mass,,,,,,,,,
19666,36.5 g,36.5,36.5,g,high,mass,,,,,,,,,
58701,40 g,40,40,g,high,mass,,,,,,,,,
38554,47 g/3D,47,47,g,high,mass,,,,,,,,,
33880,48 g,48,48,g,high,mass,,,,,,,,,
28921,Up to 49 g,49,49,g,low,mass,,,,,,,,,
42795,3-50 g,3,50,g,high,mass,,,,,,,,,
8063,Up to 50g/week,50,50,g,low,mass,,,,,,,,,
60571,Up to 50 g,50,50,g,low,mass,,,,,,,,,
12045,> 60 g,60,60,g,high,mass,,,,,,,,,
31725,60 g,60,60,g,high,mass,,,,,,,,,
34046,60 gmI,60,60,g,high,mass,,,,,,,,,
33882,62.24 g,62.24,62.24,g,high,mass,,,,,,,,,
33884,75 g,75,75,g,high,mass,,,,,,,,,
57707,96 g,96,96,g,high,mass,,,,,,,,,
1798,25-100 g,25,100,g,high,mass,,,,,,,,,
1799,25-100 g,25,100,g,high,mass,,,,,,,,,
31898,105 g,105,105,g,high,mass,,,,,,,,,
57708,96-110 g,96,110,g,high,mass,,,,,,,,,
52862,150 g/20D,150,150,g,high,mass,,,,,,,,,
45974,163 g,163,163,g,high,mass,,,,,,,,,
14260,175 g,175,175,g,high,mass,,,,,,,,,
54881,180 g/6D,180,180,g,high,mass,,,,,,,,,
2456,300 g,300,300,g,high,mass,,,,,,,,,
7284,155-321 g,155,321,g,high,mass,,,,,,,,,
2488,378 gm/kg/9W male,378,378,g,high,mass,,,,,,,,,
53783,454 g,454,454,g,high,mass,,,,,,,,,
11180,500 g/6W,500,500,g,high,mass,,,,,,,,,
31642,700 g (total dose)/6.5Y,700,700,g,high,mass,,,,,,,,,
31643,730 g (total dose)/8Y,730,730,g,high,mass,,,,,,,,,
14081,4380 gm (cumulative dose)/25Y,4380,4380,g,high,mass,,,,,,,,,
58353,0.001 mg/day,0.001,0.001,mg,high,mass,,,1,day,,,,,
58354,0.001 mg/day,0.001,0.001,mg,high,mass,,,1,day,,,,,
58355,0.003 mg/day,0.003,0.003,mg,high,mass,,,1,day,,,,,
58356,0.003 mg/day,0.003,0.003,mg,high,mass,,,1,day,,,,,
36144,0.003 mg/eye/day,0.003,0.003,mg,high,mass,,,1,day,,,,,
36176,<0.005 mg/eye/day,0.005,0.005,mg,high,mass,,,1,day,,,,,
36145,0.005 mg/eye/day,0.005,0.005,mg,high,mass,,,1,day,,,,,
19049,0.0075 mg/day,0.0075,0.0075,mg,high,mass,,,1,day,,,,,
15814,0.01 mg/day,0.01,0.01,mg,high,mass,,,1,day,,,,,
23321,0.01-0.1 mg/day,0.01,0.01,mg,high,mass,,,1,day,,,,,
15816,0.01-0.2 mg/day,0.01,0.01,mg,high,mass,,,1,day,,,,,
24378,0.0125-0.0375 mg/day,0.0125,0.0125,mg,high,mass,,,1,day,,,,,
24379,0.0125-0.077 mg/day,0.0125,0.0125,mg,high,mass,,,1,day,,,,,
37077,0.0125-0.15 mg/day,0.0125,0.0125,mg,high,mass,,,1,day,,,,,
36122,0.017-10 mg/day,0.017,0.017,mg,high,mass,,,1,day,,,,,
33485,0.018 mg/day,0.018,0.018,mg,high,mass,,,1,day,,,,,
13429,0.025 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
24380,0.025 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
24382,0.025-0.075 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
13430,0.025-0.1 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
24383,0.025-0.1 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
24665,0.025-0.1 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
13431,0.025-0.2 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
13432,0.025-0.3 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
13433,0.025-0.4 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
48028,0.025-20 mg/day,0.025,0.025,mg,high,mass,,,1,day,,,,,
24384,"0.025-0.1 mg/day, twice weekly applications",0.025,0.025,mg,high,mass,,,1,day,,,,,
24381,"0.025 mg/day, twice weekly applications",0.025,0.025,mg,high,mass,,,1,day,,,,,
24385,0.035 mg/day/patch was applied twice weekly,0.035,0.035,mg,high,mass,,,1,day,,,,,
24386,0.0375 mg/day,0.0375,0.0375,mg,high,mass,,,1,day,,,,,
24387,0.0375 mg/day,0.0375,0.0375,mg,high,mass,,,1,day,,,,,
24389,0.0375mg/day,0.0375,0.0375,mg,high,mass,,,1,day,,,,,
24388,0.0375-0.1 mg/day/patch was applied twice weekly,0.0375,0.0375,mg,high,mass,,,1,day,,,,,
16488,0.0435 mg/day,0.0435,0.0435,mg,high,mass,,,1,day,,,,,
13434,0.05 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
24394,0.05 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
24667,0.05 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
24400,0.05- 0.1 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
24402,0.05-0.1 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
24668,0.05-0.1 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
24669,0.05-0.1 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
51921,0.05-0.2 mg/day,0.05,0.05,mg,high,mass,,,1,day,,,,,
